State,Year,Month,Crime Description,Crime Count
Gujarat,2020,12,ILLEGAL POSSESSION,2
Gujarat,2020,12,KIDNAPPING,4
Gujarat,2020,12,PUBLIC INTOXICATION,1
Gujarat,2020,12,ROBBERY,3
Gujarat,2020,12,SEXUAL ASSAULT,3
Gujarat,2020,12,SHOPLIFTING,7
Gujarat,2020,12,TRAFFIC VIOLATION,2
Gujarat,2020,12,VANDALISM,2
Gujarat,2020,12,VEHICLE - STOLEN,4
Gujarat,2021,1,ARSON,4
Gujarat,2021,1,BURGLARY,3
Gujarat,2021,1,COUNTERFEITING,4
Gujarat,2021,1,DOMESTIC VIOLENCE,2
Gujarat,2021,1,DRUG OFFENSE,5
Gujarat,2021,1,EXTORTION,5
Gujarat,2021,1,FIREARM OFFENSE,7
Gujarat,2021,1,FRAUD,5
Gujarat,2021,1,HOMICIDE,1
Gujarat,2021,1,IDENTITY THEFT,3
Gujarat,2021,1,ILLEGAL POSSESSION,2
Gujarat,2021,1,KIDNAPPING,4
Gujarat,2021,1,PUBLIC INTOXICATION,3
Gujarat,2021,1,ROBBERY,3
Gujarat,2021,1,SEXUAL ASSAULT,3
Gujarat,2021,1,SHOPLIFTING,3
Gujarat,2021,1,TRAFFIC VIOLATION,2
Gujarat,2021,1,VANDALISM,3
Gujarat,2021,1,VEHICLE - STOLEN,2
Gujarat,2021,2,ARSON,2
Gujarat,2021,2,ASSAULT,1
Gujarat,2021,2,BURGLARY,4
Gujarat,2021,2,COUNTERFEITING,4
Gujarat,2021,2,CYBERCRIME,2
Gujarat,2021,2,DOMESTIC VIOLENCE,2
Gujarat,2021,2,DRUG OFFENSE,4
Gujarat,2021,2,EXTORTION,4
Gujarat,2021,2,FIREARM OFFENSE,2
Gujarat,2021,2,FRAUD,3
Gujarat,2021,2,HOMICIDE,5
Gujarat,2021,2,IDENTITY THEFT,2
Gujarat,2021,2,ILLEGAL POSSESSION,4
Gujarat,2021,2,KIDNAPPING,3
Gujarat,2021,2,PUBLIC INTOXICATION,7
Gujarat,2021,2,ROBBERY,1
Gujarat,2021,2,SEXUAL ASSAULT,3
Gujarat,2021,2,SHOPLIFTING,2
Gujarat,2021,2,TRAFFIC VIOLATION,3
Gujarat,2021,2,VANDALISM,5
Gujarat,2021,2,VEHICLE - STOLEN,2
Gujarat,2021,3,ARSON,2
Gujarat,2021,3,ASSAULT,1
Gujarat,2021,3,BURGLARY,2
Gujarat,2021,3,COUNTERFEITING,3
Gujarat,2021,3,CYBERCRIME,3
Gujarat,2021,3,DOMESTIC VIOLENCE,1
Gujarat,2021,3,DRUG OFFENSE,3
Gujarat,2021,3,EXTORTION,1
Gujarat,2021,3,FIREARM OFFENSE,1
Gujarat,2021,3,FRAUD,2
Gujarat,2021,3,HOMICIDE,3
Gujarat,2021,3,IDENTITY THEFT,4
Gujarat,2021,3,KIDNAPPING,5
Gujarat,2021,3,PUBLIC INTOXICATION,5
Gujarat,2021,3,ROBBERY,3
Gujarat,2021,3,SEXUAL ASSAULT,4
Gujarat,2021,3,SHOPLIFTING,2
Gujarat,2021,3,TRAFFIC VIOLATION,3
Gujarat,2021,3,VANDALISM,5
Gujarat,2021,3,VEHICLE - STOLEN,2
Gujarat,2021,4,ARSON,1
Gujarat,2021,4,ASSAULT,2
Gujarat,2021,4,BURGLARY,2
Gujarat,2021,4,CYBERCRIME,4
Gujarat,2021,4,DOMESTIC VIOLENCE,3
Gujarat,2021,4,DRUG OFFENSE,4
Gujarat,2021,4,EXTORTION,2
Gujarat,2021,4,FRAUD,4
Gujarat,2021,4,HOMICIDE,1
Gujarat,2021,4,IDENTITY THEFT,3
Gujarat,2021,4,KIDNAPPING,4
Gujarat,2021,4,PUBLIC INTOXICATION,3
Gujarat,2021,4,ROBBERY,2
Gujarat,2021,4,SEXUAL ASSAULT,2
Gujarat,2021,4,SHOPLIFTING,2
Gujarat,2021,4,TRAFFIC VIOLATION,3
Gujarat,2021,4,VANDALISM,6
Gujarat,2021,4,VEHICLE - STOLEN,3
Gujarat,2021,5,ASSAULT,2
Gujarat,2021,5,BURGLARY,4
Gujarat,2021,5,COUNTERFEITING,3
Gujarat,2021,5,CYBERCRIME,5
Gujarat,2021,5,DOMESTIC VIOLENCE,6
Gujarat,2021,5,DRUG OFFENSE,5
Gujarat,2021,5,EXTORTION,5
Gujarat,2021,5,FIREARM OFFENSE,3
Gujarat,2021,5,FRAUD,3
Gujarat,2021,5,HOMICIDE,5
Gujarat,2021,5,IDENTITY THEFT,3
Gujarat,2021,5,ILLEGAL POSSESSION,2
Gujarat,2021,5,KIDNAPPING,3
Gujarat,2021,5,PUBLIC INTOXICATION,3
Gujarat,2021,5,ROBBERY,6
Gujarat,2021,5,SEXUAL ASSAULT,3
Gujarat,2021,5,SHOPLIFTING,2
Gujarat,2021,5,TRAFFIC VIOLATION,3
Gujarat,2021,5,VANDALISM,3
Gujarat,2021,5,VEHICLE - STOLEN,1
Gujarat,2021,6,ARSON,2
Gujarat,2021,6,BURGLARY,2
Gujarat,2021,6,COUNTERFEITING,2
Gujarat,2021,6,CYBERCRIME,7
Gujarat,2021,6,DOMESTIC VIOLENCE,4
Gujarat,2021,6,DRUG OFFENSE,2
Gujarat,2021,6,EXTORTION,5
Gujarat,2021,6,FIREARM OFFENSE,1
Gujarat,2021,6,FRAUD,3
Gujarat,2021,6,HOMICIDE,1
Gujarat,2021,6,ILLEGAL POSSESSION,3
Gujarat,2021,6,ROBBERY,1
Gujarat,2021,6,SEXUAL ASSAULT,4
Gujarat,2021,6,SHOPLIFTING,2
Gujarat,2021,6,TRAFFIC VIOLATION,4
Gujarat,2021,6,VANDALISM,2
Gujarat,2021,6,VEHICLE - STOLEN,1
Gujarat,2021,7,ARSON,2
Gujarat,2021,7,ASSAULT,5
Gujarat,2021,7,BURGLARY,1
Gujarat,2021,7,COUNTERFEITING,2
Gujarat,2021,7,CYBERCRIME,4
Gujarat,2021,7,DOMESTIC VIOLENCE,2
Gujarat,2021,7,DRUG OFFENSE,2
Gujarat,2021,7,EXTORTION,5
Gujarat,2021,7,FIREARM OFFENSE,2
Gujarat,2021,7,FRAUD,3
Gujarat,2021,7,HOMICIDE,2
Gujarat,2021,7,IDENTITY THEFT,3
Gujarat,2021,7,ILLEGAL POSSESSION,5
Gujarat,2021,7,KIDNAPPING,4
Gujarat,2021,7,PUBLIC INTOXICATION,4
Gujarat,2021,7,ROBBERY,5
Gujarat,2021,7,SEXUAL ASSAULT,2
Gujarat,2021,7,SHOPLIFTING,2
Gujarat,2021,7,TRAFFIC VIOLATION,2
Gujarat,2021,7,VANDALISM,3
Gujarat,2021,7,VEHICLE - STOLEN,3
Gujarat,2021,8,ARSON,3
Gujarat,2021,8,ASSAULT,3
Gujarat,2021,8,COUNTERFEITING,2
Gujarat,2021,8,CYBERCRIME,2
Gujarat,2021,8,DOMESTIC VIOLENCE,5
Gujarat,2021,8,DRUG OFFENSE,5
Gujarat,2021,8,EXTORTION,2
Gujarat,2021,8,FIREARM OFFENSE,2
Gujarat,2021,8,FRAUD,4
Gujarat,2021,8,HOMICIDE,3
Gujarat,2021,8,IDENTITY THEFT,1
Gujarat,2021,8,ILLEGAL POSSESSION,1
Gujarat,2021,8,KIDNAPPING,5
Gujarat,2021,8,PUBLIC INTOXICATION,4
Gujarat,2021,8,ROBBERY,2
Gujarat,2021,8,SEXUAL ASSAULT,3
Gujarat,2021,8,SHOPLIFTING,3
Gujarat,2021,8,TRAFFIC VIOLATION,2
Gujarat,2021,8,VANDALISM,1
Gujarat,2021,8,VEHICLE - STOLEN,3
Gujarat,2021,9,ARSON,2
Gujarat,2021,9,ASSAULT,2
Gujarat,2021,9,BURGLARY,2
Gujarat,2021,9,COUNTERFEITING,3
Gujarat,2021,9,CYBERCRIME,2
Gujarat,2021,9,DOMESTIC VIOLENCE,3
Gujarat,2021,9,DRUG OFFENSE,4
Gujarat,2021,9,EXTORTION,2
Gujarat,2021,9,FIREARM OFFENSE,4
Gujarat,2021,9,FRAUD,2
Gujarat,2021,9,HOMICIDE,2
Gujarat,2021,9,IDENTITY THEFT,2
Gujarat,2021,9,ILLEGAL POSSESSION,4
Gujarat,2021,9,PUBLIC INTOXICATION,2
Gujarat,2021,9,ROBBERY,3
Gujarat,2021,9,SEXUAL ASSAULT,7
Gujarat,2021,9,SHOPLIFTING,2
Gujarat,2021,9,TRAFFIC VIOLATION,3
Gujarat,2021,9,VANDALISM,2
Gujarat,2021,9,VEHICLE - STOLEN,1
Gujarat,2021,10,ARSON,2
Gujarat,2021,10,ASSAULT,5
Gujarat,2021,10,BURGLARY,2
Gujarat,2021,10,COUNTERFEITING,3
Gujarat,2021,10,CYBERCRIME,1
Gujarat,2021,10,DOMESTIC VIOLENCE,2
Gujarat,2021,10,DRUG OFFENSE,4
Gujarat,2021,10,EXTORTION,3
Gujarat,2021,10,FIREARM OFFENSE,4
Gujarat,2021,10,FRAUD,3
Gujarat,2021,10,HOMICIDE,2
Gujarat,2021,10,IDENTITY THEFT,2
Gujarat,2021,10,ILLEGAL POSSESSION,7
Gujarat,2021,10,KIDNAPPING,2
Gujarat,2021,10,PUBLIC INTOXICATION,4
Gujarat,2021,10,ROBBERY,6
Gujarat,2021,10,SEXUAL ASSAULT,4
Gujarat,2021,10,SHOPLIFTING,3
Gujarat,2021,10,TRAFFIC VIOLATION,1
Gujarat,2021,10,VANDALISM,3
Gujarat,2021,10,VEHICLE - STOLEN,3
Gujarat,2021,11,ARSON,3
Gujarat,2021,11,ASSAULT,4
Gujarat,2021,11,BURGLARY,2
Gujarat,2021,11,COUNTERFEITING,5
Gujarat,2021,11,CYBERCRIME,3
Gujarat,2021,11,DOMESTIC VIOLENCE,3
Gujarat,2021,11,DRUG OFFENSE,5
Gujarat,2021,11,EXTORTION,2
Gujarat,2021,11,HOMICIDE,5
Gujarat,2021,11,IDENTITY THEFT,2
Gujarat,2021,11,ILLEGAL POSSESSION,2
Gujarat,2021,11,KIDNAPPING,2
Gujarat,2021,11,PUBLIC INTOXICATION,1
Gujarat,2021,11,ROBBERY,5
Gujarat,2021,11,SEXUAL ASSAULT,4
Gujarat,2021,11,SHOPLIFTING,4
Gujarat,2021,11,TRAFFIC VIOLATION,4
Gujarat,2021,11,VANDALISM,5
Gujarat,2021,11,VEHICLE - STOLEN,1
Gujarat,2021,12,ARSON,5
Gujarat,2021,12,ASSAULT,3
Gujarat,2021,12,BURGLARY,2
Gujarat,2021,12,COUNTERFEITING,2
Gujarat,2021,12,CYBERCRIME,2
Gujarat,2021,12,DOMESTIC VIOLENCE,5
Gujarat,2021,12,EXTORTION,3
Gujarat,2021,12,FIREARM OFFENSE,2
Gujarat,2021,12,FRAUD,3
Gujarat,2021,12,HOMICIDE,3
Gujarat,2021,12,IDENTITY THEFT,3
Gujarat,2021,12,KIDNAPPING,5
Gujarat,2021,12,PUBLIC INTOXICATION,3
Gujarat,2021,12,ROBBERY,2
Gujarat,2021,12,SEXUAL ASSAULT,3
Gujarat,2021,12,SHOPLIFTING,4
Gujarat,2021,12,TRAFFIC VIOLATION,5
Gujarat,2021,12,VANDALISM,2
Gujarat,2021,12,VEHICLE - STOLEN,3
Gujarat,2022,1,ARSON,2
Gujarat,2022,1,ASSAULT,3
Gujarat,2022,1,BURGLARY,2
Gujarat,2022,1,COUNTERFEITING,4
Gujarat,2022,1,CYBERCRIME,7
Gujarat,2022,1,DOMESTIC VIOLENCE,3
Gujarat,2022,1,DRUG OFFENSE,2
Gujarat,2022,1,EXTORTION,2
Gujarat,2022,1,FIREARM OFFENSE,1
Gujarat,2022,1,FRAUD,1
Gujarat,2022,1,HOMICIDE,4
Gujarat,2022,1,IDENTITY THEFT,1
Gujarat,2022,1,ILLEGAL POSSESSION,3
Gujarat,2022,1,KIDNAPPING,3
Gujarat,2022,1,PUBLIC INTOXICATION,3
Gujarat,2022,1,ROBBERY,3
Gujarat,2022,1,SEXUAL ASSAULT,3
Gujarat,2022,1,SHOPLIFTING,3
Gujarat,2022,1,TRAFFIC VIOLATION,2
Gujarat,2022,1,VANDALISM,2
Gujarat,2022,1,VEHICLE - STOLEN,3
Gujarat,2022,2,ARSON,3
Gujarat,2022,2,ASSAULT,7
Gujarat,2022,2,BURGLARY,3
Gujarat,2022,2,COUNTERFEITING,3
Gujarat,2022,2,CYBERCRIME,1
Gujarat,2022,2,DOMESTIC VIOLENCE,1
Gujarat,2022,2,EXTORTION,5
Gujarat,2022,2,FIREARM OFFENSE,1
Gujarat,2022,2,FRAUD,2
Gujarat,2022,2,HOMICIDE,3
Gujarat,2022,2,IDENTITY THEFT,3
Gujarat,2022,2,ILLEGAL POSSESSION,1
Gujarat,2022,2,KIDNAPPING,2
Gujarat,2022,2,PUBLIC INTOXICATION,2
Gujarat,2022,2,ROBBERY,2
Gujarat,2022,2,SEXUAL ASSAULT,3
Gujarat,2022,2,SHOPLIFTING,1
Gujarat,2022,2,TRAFFIC VIOLATION,1
Gujarat,2022,2,VANDALISM,2
Gujarat,2022,2,VEHICLE - STOLEN,1
Gujarat,2022,3,ARSON,5
Gujarat,2022,3,ASSAULT,5
Gujarat,2022,3,BURGLARY,5
Gujarat,2022,3,COUNTERFEITING,2
Gujarat,2022,3,CYBERCRIME,6
Gujarat,2022,3,DOMESTIC VIOLENCE,1
Gujarat,2022,3,DRUG OFFENSE,3
Gujarat,2022,3,EXTORTION,3
Gujarat,2022,3,FRAUD,3
Gujarat,2022,3,HOMICIDE,2
Gujarat,2022,3,IDENTITY THEFT,2
Gujarat,2022,3,ILLEGAL POSSESSION,3
Gujarat,2022,3,KIDNAPPING,3
Gujarat,2022,3,PUBLIC INTOXICATION,8
Gujarat,2022,3,ROBBERY,4
Gujarat,2022,3,SEXUAL ASSAULT,3
Gujarat,2022,3,SHOPLIFTING,2
Gujarat,2022,3,TRAFFIC VIOLATION,3
Gujarat,2022,3,VANDALISM,3
Gujarat,2022,3,VEHICLE - STOLEN,2
Gujarat,2022,4,ASSAULT,3
Gujarat,2022,4,BURGLARY,2
Gujarat,2022,4,COUNTERFEITING,4
Gujarat,2022,4,CYBERCRIME,2
Gujarat,2022,4,DOMESTIC VIOLENCE,6
Gujarat,2022,4,DRUG OFFENSE,3
Gujarat,2022,4,FIREARM OFFENSE,1
Gujarat,2022,4,FRAUD,5
Gujarat,2022,4,HOMICIDE,3
Gujarat,2022,4,IDENTITY THEFT,6
Gujarat,2022,4,ILLEGAL POSSESSION,1
Gujarat,2022,4,KIDNAPPING,3
Gujarat,2022,4,ROBBERY,2
Gujarat,2022,4,SEXUAL ASSAULT,5
Gujarat,2022,4,SHOPLIFTING,4
Gujarat,2022,4,TRAFFIC VIOLATION,3
Gujarat,2022,4,VANDALISM,4
Gujarat,2022,4,VEHICLE - STOLEN,2
Gujarat,2022,5,ARSON,4
Gujarat,2022,5,ASSAULT,1
Gujarat,2022,5,BURGLARY,2
Gujarat,2022,5,COUNTERFEITING,1
Gujarat,2022,5,CYBERCRIME,1
Gujarat,2022,5,DOMESTIC VIOLENCE,5
Gujarat,2022,5,DRUG OFFENSE,3
Gujarat,2022,5,EXTORTION,2
Gujarat,2022,5,FIREARM OFFENSE,2
Gujarat,2022,5,IDENTITY THEFT,2
Gujarat,2022,5,ILLEGAL POSSESSION,2
Gujarat,2022,5,KIDNAPPING,3
Gujarat,2022,5,PUBLIC INTOXICATION,2
Gujarat,2022,5,ROBBERY,4
Gujarat,2022,5,SEXUAL ASSAULT,1
Gujarat,2022,5,SHOPLIFTING,3
Gujarat,2022,5,TRAFFIC VIOLATION,1
Gujarat,2022,5,VANDALISM,1
Gujarat,2022,5,VEHICLE - STOLEN,3
Gujarat,2022,6,ASSAULT,4
Gujarat,2022,6,BURGLARY,2
Gujarat,2022,6,COUNTERFEITING,1
Gujarat,2022,6,CYBERCRIME,5
Gujarat,2022,6,DOMESTIC VIOLENCE,2
Gujarat,2022,6,DRUG OFFENSE,3
Gujarat,2022,6,EXTORTION,2
Gujarat,2022,6,FIREARM OFFENSE,2
Gujarat,2022,6,FRAUD,3
Gujarat,2022,6,HOMICIDE,1
Gujarat,2022,6,IDENTITY THEFT,2
Gujarat,2022,6,ILLEGAL POSSESSION,2
Gujarat,2022,6,KIDNAPPING,3
Gujarat,2022,6,ROBBERY,5
Gujarat,2022,6,SEXUAL ASSAULT,5
Gujarat,2022,6,SHOPLIFTING,4
Gujarat,2022,6,TRAFFIC VIOLATION,5
Gujarat,2022,6,VEHICLE - STOLEN,3
Gujarat,2022,7,ARSON,2
Gujarat,2022,7,ASSAULT,3
Gujarat,2022,7,BURGLARY,2
Gujarat,2022,7,CYBERCRIME,2
Gujarat,2022,7,DOMESTIC VIOLENCE,1
Gujarat,2022,7,EXTORTION,3
Gujarat,2022,7,FIREARM OFFENSE,4
Gujarat,2022,7,FRAUD,2
Gujarat,2022,7,IDENTITY THEFT,5
Gujarat,2022,7,ILLEGAL POSSESSION,5
Gujarat,2022,7,KIDNAPPING,2
Gujarat,2022,7,PUBLIC INTOXICATION,3
Gujarat,2022,7,ROBBERY,3
Gujarat,2022,7,SEXUAL ASSAULT,4
Gujarat,2022,7,SHOPLIFTING,4
Gujarat,2022,7,TRAFFIC VIOLATION,3
Gujarat,2022,7,VANDALISM,1
Gujarat,2022,7,VEHICLE - STOLEN,1
Gujarat,2022,8,ASSAULT,3
Gujarat,2022,8,BURGLARY,1
Gujarat,2022,8,COUNTERFEITING,3
Gujarat,2022,8,DOMESTIC VIOLENCE,1
Gujarat,2022,8,DRUG OFFENSE,3
Gujarat,2022,8,EXTORTION,1
Gujarat,2022,8,FIREARM OFFENSE,3
Gujarat,2022,8,FRAUD,3
Gujarat,2022,8,HOMICIDE,3
Gujarat,2022,8,IDENTITY THEFT,1
Gujarat,2022,8,ILLEGAL POSSESSION,1
Gujarat,2022,8,KIDNAPPING,2
Gujarat,2022,8,PUBLIC INTOXICATION,5
Gujarat,2022,8,ROBBERY,3
Gujarat,2022,8,SEXUAL ASSAULT,1
Gujarat,2022,8,SHOPLIFTING,2
Gujarat,2022,8,TRAFFIC VIOLATION,6
Gujarat,2022,8,VANDALISM,4
Gujarat,2022,8,VEHICLE - STOLEN,4
Gujarat,2022,9,ARSON,6
Gujarat,2022,9,ASSAULT,2
Gujarat,2022,9,BURGLARY,3
Gujarat,2022,9,COUNTERFEITING,3
Gujarat,2022,9,DOMESTIC VIOLENCE,8
Gujarat,2022,9,DRUG OFFENSE,2
Gujarat,2022,9,EXTORTION,4
Gujarat,2022,9,FIREARM OFFENSE,2
Gujarat,2022,9,FRAUD,2
Gujarat,2022,9,HOMICIDE,3
Gujarat,2022,9,IDENTITY THEFT,1
Gujarat,2022,9,ILLEGAL POSSESSION,2
Gujarat,2022,9,KIDNAPPING,2
Gujarat,2022,9,PUBLIC INTOXICATION,3
Gujarat,2022,9,SEXUAL ASSAULT,1
Gujarat,2022,9,SHOPLIFTING,2
Gujarat,2022,9,TRAFFIC VIOLATION,4
Gujarat,2022,9,VANDALISM,7
Gujarat,2022,9,VEHICLE - STOLEN,4
Gujarat,2022,10,ARSON,1
Gujarat,2022,10,ASSAULT,3
Gujarat,2022,10,BURGLARY,3
Gujarat,2022,10,COUNTERFEITING,2
Gujarat,2022,10,CYBERCRIME,1
Gujarat,2022,10,DOMESTIC VIOLENCE,2
Gujarat,2022,10,DRUG OFFENSE,4
Gujarat,2022,10,EXTORTION,2
Gujarat,2022,10,FIREARM OFFENSE,4
Gujarat,2022,10,FRAUD,3
Gujarat,2022,10,HOMICIDE,2
Gujarat,2022,10,IDENTITY THEFT,5
Gujarat,2022,10,ILLEGAL POSSESSION,8
Gujarat,2022,10,KIDNAPPING,6
Gujarat,2022,10,PUBLIC INTOXICATION,2
Gujarat,2022,10,ROBBERY,3
Gujarat,2022,10,SEXUAL ASSAULT,3
Gujarat,2022,10,SHOPLIFTING,5
Gujarat,2022,10,TRAFFIC VIOLATION,4
Gujarat,2022,10,VANDALISM,1
Gujarat,2022,10,VEHICLE - STOLEN,1
Gujarat,2022,11,ARSON,1
Gujarat,2022,11,ASSAULT,3
Gujarat,2022,11,BURGLARY,3
Gujarat,2022,11,COUNTERFEITING,1
Gujarat,2022,11,CYBERCRIME,1
Gujarat,2022,11,DOMESTIC VIOLENCE,3
Gujarat,2022,11,DRUG OFFENSE,2
Gujarat,2022,11,EXTORTION,2
Gujarat,2022,11,FIREARM OFFENSE,3
Gujarat,2022,11,FRAUD,3
Gujarat,2022,11,HOMICIDE,2
Gujarat,2022,11,IDENTITY THEFT,2
Gujarat,2022,11,ILLEGAL POSSESSION,1
Gujarat,2022,11,KIDNAPPING,2
Gujarat,2022,11,PUBLIC INTOXICATION,1
Gujarat,2022,11,ROBBERY,6
Gujarat,2022,11,SEXUAL ASSAULT,6
Gujarat,2022,11,SHOPLIFTING,2
Gujarat,2022,11,TRAFFIC VIOLATION,2
Gujarat,2022,11,VANDALISM,4
Gujarat,2022,12,ARSON,1
Gujarat,2022,12,ASSAULT,5
Gujarat,2022,12,BURGLARY,1
Gujarat,2022,12,COUNTERFEITING,5
Gujarat,2022,12,CYBERCRIME,3
Gujarat,2022,12,DOMESTIC VIOLENCE,4
Gujarat,2022,12,DRUG OFFENSE,5
Gujarat,2022,12,EXTORTION,1
Gujarat,2022,12,FIREARM OFFENSE,1
Gujarat,2022,12,FRAUD,4
Gujarat,2022,12,HOMICIDE,5
Gujarat,2022,12,IDENTITY THEFT,2
Gujarat,2022,12,ILLEGAL POSSESSION,5
Gujarat,2022,12,KIDNAPPING,3
Gujarat,2022,12,PUBLIC INTOXICATION,2
Gujarat,2022,12,ROBBERY,4
Gujarat,2022,12,SEXUAL ASSAULT,3
Gujarat,2022,12,SHOPLIFTING,3
Gujarat,2022,12,TRAFFIC VIOLATION,5
Gujarat,2022,12,VANDALISM,5
Gujarat,2022,12,VEHICLE - STOLEN,4
Gujarat,2023,1,ARSON,1
Gujarat,2023,1,ASSAULT,2
Gujarat,2023,1,BURGLARY,5
Gujarat,2023,1,COUNTERFEITING,5
Gujarat,2023,1,CYBERCRIME,5
Gujarat,2023,1,DOMESTIC VIOLENCE,4
Gujarat,2023,1,DRUG OFFENSE,1
Gujarat,2023,1,EXTORTION,7
Gujarat,2023,1,FIREARM OFFENSE,5
Gujarat,2023,1,FRAUD,4
Gujarat,2023,1,HOMICIDE,3
Gujarat,2023,1,IDENTITY THEFT,1
Gujarat,2023,1,ILLEGAL POSSESSION,3
Gujarat,2023,1,KIDNAPPING,2
Gujarat,2023,1,PUBLIC INTOXICATION,5
Gujarat,2023,1,ROBBERY,1
Gujarat,2023,1,SEXUAL ASSAULT,2
Gujarat,2023,1,SHOPLIFTING,5
Gujarat,2023,1,TRAFFIC VIOLATION,1
Gujarat,2023,1,VANDALISM,2
Gujarat,2023,1,VEHICLE - STOLEN,2
Gujarat,2023,2,ARSON,3
Gujarat,2023,2,ASSAULT,4
Gujarat,2023,2,BURGLARY,3
Gujarat,2023,2,COUNTERFEITING,3
Gujarat,2023,2,CYBERCRIME,1
Gujarat,2023,2,DOMESTIC VIOLENCE,2
Gujarat,2023,2,DRUG OFFENSE,2
Gujarat,2023,2,EXTORTION,5
Gujarat,2023,2,FIREARM OFFENSE,4
Gujarat,2023,2,FRAUD,2
Gujarat,2023,2,HOMICIDE,3
Gujarat,2023,2,IDENTITY THEFT,5
Gujarat,2023,2,ILLEGAL POSSESSION,5
Gujarat,2023,2,KIDNAPPING,2
Gujarat,2023,2,PUBLIC INTOXICATION,4
Gujarat,2023,2,ROBBERY,2
Gujarat,2023,2,SHOPLIFTING,2
Gujarat,2023,2,TRAFFIC VIOLATION,3
Gujarat,2023,2,VANDALISM,1
Gujarat,2023,2,VEHICLE - STOLEN,3
Gujarat,2023,3,ARSON,1
Gujarat,2023,3,BURGLARY,4
Gujarat,2023,3,COUNTERFEITING,6
Gujarat,2023,3,CYBERCRIME,5
Gujarat,2023,3,DOMESTIC VIOLENCE,4
Gujarat,2023,3,DRUG OFFENSE,3
Gujarat,2023,3,EXTORTION,4
Gujarat,2023,3,FIREARM OFFENSE,1
Gujarat,2023,3,FRAUD,4
Gujarat,2023,3,HOMICIDE,1
Gujarat,2023,3,IDENTITY THEFT,7
Gujarat,2023,3,ILLEGAL POSSESSION,4
Gujarat,2023,3,KIDNAPPING,6
Gujarat,2023,3,PUBLIC INTOXICATION,6
Gujarat,2023,3,ROBBERY,2
Gujarat,2023,3,SEXUAL ASSAULT,4
Gujarat,2023,3,SHOPLIFTING,2
Gujarat,2023,3,TRAFFIC VIOLATION,1
Gujarat,2023,3,VEHICLE - STOLEN,3
Gujarat,2023,4,ARSON,4
Gujarat,2023,4,ASSAULT,4
Gujarat,2023,4,BURGLARY,3
Gujarat,2023,4,COUNTERFEITING,2
Gujarat,2023,4,CYBERCRIME,6
Gujarat,2023,4,DOMESTIC VIOLENCE,4
Gujarat,2023,4,DRUG OFFENSE,1
Gujarat,2023,4,EXTORTION,5
Gujarat,2023,4,FIREARM OFFENSE,5
Gujarat,2023,4,FRAUD,3
Gujarat,2023,4,HOMICIDE,1
Gujarat,2023,4,IDENTITY THEFT,1
Gujarat,2023,4,ILLEGAL POSSESSION,2
Gujarat,2023,4,PUBLIC INTOXICATION,1
Gujarat,2023,4,ROBBERY,5
Gujarat,2023,4,SEXUAL ASSAULT,1
Gujarat,2023,4,TRAFFIC VIOLATION,6
Gujarat,2023,4,VANDALISM,1
Gujarat,2023,4,VEHICLE - STOLEN,4
Gujarat,2023,5,ARSON,3
Gujarat,2023,5,ASSAULT,8
Gujarat,2023,5,BURGLARY,1
Gujarat,2023,5,COUNTERFEITING,5
Gujarat,2023,5,CYBERCRIME,1
Gujarat,2023,5,DOMESTIC VIOLENCE,2
Gujarat,2023,5,DRUG OFFENSE,3
Gujarat,2023,5,EXTORTION,4
Gujarat,2023,5,FIREARM OFFENSE,5
Gujarat,2023,5,FRAUD,1
Gujarat,2023,5,HOMICIDE,3
Gujarat,2023,5,IDENTITY THEFT,3
Gujarat,2023,5,ILLEGAL POSSESSION,4
Gujarat,2023,5,KIDNAPPING,2
Gujarat,2023,5,ROBBERY,3
Gujarat,2023,5,SEXUAL ASSAULT,3
Gujarat,2023,5,TRAFFIC VIOLATION,6
Gujarat,2023,5,VANDALISM,2
Gujarat,2023,5,VEHICLE - STOLEN,4
Gujarat,2023,6,ARSON,1
Gujarat,2023,6,ASSAULT,8
Gujarat,2023,6,BURGLARY,2
Gujarat,2023,6,COUNTERFEITING,2
Gujarat,2023,6,CYBERCRIME,6
Gujarat,2023,6,DOMESTIC VIOLENCE,4
Gujarat,2023,6,DRUG OFFENSE,2
Gujarat,2023,6,EXTORTION,1
Gujarat,2023,6,FIREARM OFFENSE,1
Gujarat,2023,6,HOMICIDE,5
Gujarat,2023,6,IDENTITY THEFT,3
Gujarat,2023,6,ILLEGAL POSSESSION,4
Gujarat,2023,6,KIDNAPPING,1
Gujarat,2023,6,PUBLIC INTOXICATION,5
Gujarat,2023,6,ROBBERY,3
Gujarat,2023,6,SEXUAL ASSAULT,4
Gujarat,2023,6,SHOPLIFTING,1
Gujarat,2023,6,TRAFFIC VIOLATION,3
Gujarat,2023,6,VANDALISM,3
Gujarat,2023,6,VEHICLE - STOLEN,3
Gujarat,2023,7,ARSON,3
Gujarat,2023,7,ASSAULT,9
Gujarat,2023,7,BURGLARY,3
Gujarat,2023,7,COUNTERFEITING,2
Gujarat,2023,7,CYBERCRIME,3
Gujarat,2023,7,DOMESTIC VIOLENCE,5
Gujarat,2023,7,DRUG OFFENSE,1
Gujarat,2023,7,EXTORTION,3
Gujarat,2023,7,FIREARM OFFENSE,2
Gujarat,2023,7,FRAUD,1
Gujarat,2023,7,HOMICIDE,3
Gujarat,2023,7,IDENTITY THEFT,3
