,State,Year,Month,Crime Description,Crime Count
3888,Karnataka,2023,12,HOMICIDE,3.0
3889,Karnataka,2020,1,IDENTITY THEFT,2.0
3890,Karnataka,2020,2,IDENTITY THEFT,4.0
3891,Karnataka,2020,3,IDENTITY THEFT,3.0
3892,Karnataka,2020,4,IDENTITY THEFT,2.0
3893,Karnataka,2020,5,IDENTITY THEFT,2.0
3894,Karnataka,2020,6,IDENTITY THEFT,1.0
3895,Karnataka,2020,7,IDENTITY THEFT,4.0
3896,Karnataka,2020,8,IDENTITY THEFT,2.0
3897,Karnataka,2020,9,IDENTITY THEFT,6.0
3898,Karnataka,2020,10,IDENTITY THEFT,5.0
3899,Karnataka,2020,11,IDENTITY THEFT,5.0
3900,Karnataka,2020,12,IDENTITY THEFT,3.0
3901,Karnataka,2021,1,IDENTITY THEFT,4.0
3902,Karnataka,2021,2,IDENTITY THEFT,2.0
3903,Karnataka,2021,3,IDENTITY THEFT,2.0
3904,Karnataka,2021,4,IDENTITY THEFT,2.0
3905,Karnataka,2021,5,IDENTITY THEFT,2.0
3906,Karnataka,2021,6,IDENTITY THEFT,4.0
3907,Karnataka,2021,7,IDENTITY THEFT,6.0
3908,Karnataka,2021,8,IDENTITY THEFT,3.0
3909,Karnataka,2021,9,IDENTITY THEFT,2.0
3910,Karnataka,2021,10,IDENTITY THEFT,5.0
3911,Karnataka,2021,11,IDENTITY THEFT,3.0
3912,Karnataka,2021,12,IDENTITY THEFT,3.0
3913,Karnataka,2022,1,IDENTITY THEFT,3.0
3914,Karnataka,2022,2,IDENTITY THEFT,4.0
3915,Karnataka,2022,3,IDENTITY THEFT,3.0
3916,Karnataka,2022,4,IDENTITY THEFT,3.0
3917,Karnataka,2022,5,IDENTITY THEFT,5.0
3918,Karnataka,2022,6,IDENTITY THEFT,1.0
3919,Karnataka,2022,7,IDENTITY THEFT,3.0
3920,Karnataka,2022,8,IDENTITY THEFT,1.0
3921,Karnataka,2022,9,IDENTITY THEFT,2.0
3922,Karnataka,2022,10,IDENTITY THEFT,1.0
3923,Karnataka,2022,11,IDENTITY THEFT,5.0
3924,Karnataka,2022,12,IDENTITY THEFT,4.0
3925,Karnataka,2023,1,IDENTITY THEFT,5.0
3926,Karnataka,2023,2,IDENTITY THEFT,1.0
3927,Karnataka,2023,3,IDENTITY THEFT,3.0
3928,Karnataka,2023,4,IDENTITY THEFT,3.0
3929,Karnataka,2023,5,IDENTITY THEFT,5.0
3930,Karnataka,2023,6,IDENTITY THEFT,7.0
3931,Karnataka,2023,9,IDENTITY THEFT,4.0
3932,Karnataka,2023,10,IDENTITY THEFT,1.0
3933,Karnataka,2023,11,IDENTITY THEFT,7.0
3934,Karnataka,2023,12,IDENTITY THEFT,4.0
3935,Karnataka,2020,1,ILLEGAL POSSESSION,2.0
3936,Karnataka,2020,2,ILLEGAL POSSESSION,2.0
3937,Karnataka,2020,3,ILLEGAL POSSESSION,1.0
3938,Karnataka,2020,4,ILLEGAL POSSESSION,1.0
3939,Karnataka,2020,5,ILLEGAL POSSESSION,2.0
3940,Karnataka,2020,6,ILLEGAL POSSESSION,2.0
3941,Karnataka,2020,7,ILLEGAL POSSESSION,6.0
3942,Karnataka,2020,8,ILLEGAL POSSESSION,4.0
3943,Karnataka,2020,9,ILLEGAL POSSESSION,4.0
3944,Karnataka,2020,10,ILLEGAL POSSESSION,2.0
3945,Karnataka,2020,11,ILLEGAL POSSESSION,2.0
3946,Karnataka,2020,12,ILLEGAL POSSESSION,5.0
3947,Karnataka,2021,1,ILLEGAL POSSESSION,2.0
3948,Karnataka,2021,2,ILLEGAL POSSESSION,6.0
3949,Karnataka,2021,3,ILLEGAL POSSESSION,4.0
3950,Karnataka,2021,4,ILLEGAL POSSESSION,2.0
3951,Karnataka,2021,5,ILLEGAL POSSESSION,5.0
3952,Karnataka,2021,6,ILLEGAL POSSESSION,5.0
3953,Karnataka,2021,7,ILLEGAL POSSESSION,2.0
3954,Karnataka,2021,8,ILLEGAL POSSESSION,3.0
3955,Karnataka,2021,9,ILLEGAL POSSESSION,1.0
3956,Karnataka,2021,11,ILLEGAL POSSESSION,5.0
3957,Karnataka,2021,12,ILLEGAL POSSESSION,1.0
3958,Karnataka,2022,1,ILLEGAL POSSESSION,2.0
3959,Karnataka,2022,2,ILLEGAL POSSESSION,2.0
3960,Karnataka,2022,3,ILLEGAL POSSESSION,5.0
3961,Karnataka,2022,4,ILLEGAL POSSESSION,1.0
3962,Karnataka,2022,5,ILLEGAL POSSESSION,7.0
3963,Karnataka,2022,6,ILLEGAL POSSESSION,2.0
3964,Karnataka,2022,7,ILLEGAL POSSESSION,6.0
3965,Karnataka,2022,8,ILLEGAL POSSESSION,2.0
3966,Karnataka,2022,9,ILLEGAL POSSESSION,2.0
3967,Karnataka,2022,10,ILLEGAL POSSESSION,4.0
3968,Karnataka,2022,11,ILLEGAL POSSESSION,8.0
3969,Karnataka,2022,12,ILLEGAL POSSESSION,6.0
3970,Karnataka,2023,1,ILLEGAL POSSESSION,4.0
3971,Karnataka,2023,2,ILLEGAL POSSESSION,3.0
3972,Karnataka,2023,4,ILLEGAL POSSESSION,2.0
3973,Karnataka,2023,5,ILLEGAL POSSESSION,3.0
3974,Karnataka,2023,6,ILLEGAL POSSESSION,4.0
3975,Karnataka,2023,7,ILLEGAL POSSESSION,2.0
3976,Karnataka,2023,8,ILLEGAL POSSESSION,3.0
3977,Karnataka,2023,9,ILLEGAL POSSESSION,4.0
3978,Karnataka,2023,10,ILLEGAL POSSESSION,1.0
3979,Karnataka,2023,11,ILLEGAL POSSESSION,5.0
3980,Karnataka,2023,12,ILLEGAL POSSESSION,4.0
3981,Karnataka,2020,1,KIDNAPPING,3.0
3982,Karnataka,2020,2,KIDNAPPING,1.0
3983,Karnataka,2020,3,KIDNAPPING,4.0
3984,Karnataka,2020,4,KIDNAPPING,6.0
3985,Karnataka,2020,5,KIDNAPPING,4.0
3986,Karnataka,2020,6,KIDNAPPING,3.0
3987,Karnataka,2020,7,KIDNAPPING,1.0
3988,Karnataka,2020,8,KIDNAPPING,4.0
3989,Karnataka,2020,9,KIDNAPPING,4.0
3990,Karnataka,2020,10,KIDNAPPING,2.0
3991,Karnataka,2020,11,KIDNAPPING,5.0
3992,Karnataka,2020,12,KIDNAPPING,3.0
3993,Karnataka,2021,2,KIDNAPPING,3.0
3994,Karnataka,2021,3,KIDNAPPING,3.0
3995,Karnataka,2021,4,KIDNAPPING,2.0
3996,Karnataka,2021,5,KIDNAPPING,2.0
3997,Karnataka,2021,6,KIDNAPPING,5.0
3998,Karnataka,2021,7,KIDNAPPING,4.0
3999,Karnataka,2021,8,KIDNAPPING,3.0
4000,Karnataka,2021,9,KIDNAPPING,7.0
4001,Karnataka,2021,10,KIDNAPPING,1.0
4002,Karnataka,2021,11,KIDNAPPING,5.0
4003,Karnataka,2021,12,KIDNAPPING,2.0
4004,Karnataka,2022,1,KIDNAPPING,2.0
4005,Karnataka,2022,2,KIDNAPPING,2.0
4006,Karnataka,2022,3,KIDNAPPING,4.0
4007,Karnataka,2022,4,KIDNAPPING,3.0
4008,Karnataka,2022,5,KIDNAPPING,5.0
4009,Karnataka,2022,6,KIDNAPPING,5.0
4010,Karnataka,2022,7,KIDNAPPING,2.0
4011,Karnataka,2022,8,KIDNAPPING,4.0
4012,Karnataka,2022,9,KIDNAPPING,3.0
4013,Karnataka,2022,10,KIDNAPPING,4.0
4014,Karnataka,2022,11,KIDNAPPING,4.0
4015,Karnataka,2023,1,KIDNAPPING,5.0
4016,Karnataka,2023,2,KIDNAPPING,4.0
4017,Karnataka,2023,3,KIDNAPPING,1.0
4018,Karnataka,2023,4,KIDNAPPING,2.0
4019,Karnataka,2023,5,KIDNAPPING,2.0
4020,Karnataka,2023,6,KIDNAPPING,1.0
4021,Karnataka,2023,7,KIDNAPPING,5.0
4022,Karnataka,2023,10,KIDNAPPING,3.0
4023,Karnataka,2023,11,KIDNAPPING,1.0
4024,Karnataka,2023,12,KIDNAPPING,6.0
4025,Karnataka,2020,1,PUBLIC INTOXICATION,5.0
4026,Karnataka,2020,2,PUBLIC INTOXICATION,3.0
4027,Karnataka,2020,3,PUBLIC INTOXICATION,4.0
4028,Karnataka,2020,4,PUBLIC INTOXICATION,2.0
4029,Karnataka,2020,5,PUBLIC INTOXICATION,5.0
4030,Karnataka,2020,6,PUBLIC INTOXICATION,2.0
4031,Karnataka,2020,7,PUBLIC INTOXICATION,5.0
4032,Karnataka,2020,8,PUBLIC INTOXICATION,2.0
4033,Karnataka,2020,9,PUBLIC INTOXICATION,3.0
4034,Karnataka,2020,10,PUBLIC INTOXICATION,3.0
4035,Karnataka,2020,11,PUBLIC INTOXICATION,4.0
4036,Karnataka,2020,12,PUBLIC INTOXICATION,4.0
4037,Karnataka,2021,1,PUBLIC INTOXICATION,5.0
4038,Karnataka,2021,2,PUBLIC INTOXICATION,4.0
4039,Karnataka,2021,3,PUBLIC INTOXICATION,5.0
4040,Karnataka,2021,4,PUBLIC INTOXICATION,5.0
4041,Karnataka,2021,5,PUBLIC INTOXICATION,4.0
4042,Karnataka,2021,6,PUBLIC INTOXICATION,4.0
4043,Karnataka,2021,7,PUBLIC INTOXICATION,4.0
4044,Karnataka,2021,8,PUBLIC INTOXICATION,2.0
4045,Karnataka,2021,9,PUBLIC INTOXICATION,6.0
4046,Karnataka,2021,10,PUBLIC INTOXICATION,2.0
4047,Karnataka,2021,11,PUBLIC INTOXICATION,5.0
4048,Karnataka,2021,12,PUBLIC INTOXICATION,1.0
4049,Karnataka,2022,1,PUBLIC INTOXICATION,4.0
4050,Karnataka,2022,2,PUBLIC INTOXICATION,4.0
4051,Karnataka,2022,3,PUBLIC INTOXICATION,3.0
4052,Karnataka,2022,4,PUBLIC INTOXICATION,2.0
4053,Karnataka,2022,5,PUBLIC INTOXICATION,4.0
4054,Karnataka,2022,6,PUBLIC INTOXICATION,6.0
4055,Karnataka,2022,7,PUBLIC INTOXICATION,3.0
4056,Karnataka,2022,8,PUBLIC INTOXICATION,6.0
4057,Karnataka,2022,10,PUBLIC INTOXICATION,2.0
4058,Karnataka,2022,11,PUBLIC INTOXICATION,2.0
4059,Karnataka,2022,12,PUBLIC INTOXICATION,5.0
4060,Karnataka,2023,1,PUBLIC INTOXICATION,4.0
4061,Karnataka,2023,2,PUBLIC INTOXICATION,6.0
4062,Karnataka,2023,3,PUBLIC INTOXICATION,8.0
4063,Karnataka,2023,4,PUBLIC INTOXICATION,4.0
4064,Karnataka,2023,5,PUBLIC INTOXICATION,2.0
4065,Karnataka,2023,6,PUBLIC INTOXICATION,3.0
4066,Karnataka,2023,7,PUBLIC INTOXICATION,4.0
4067,Karnataka,2023,8,PUBLIC INTOXICATION,1.0
4068,Karnataka,2023,9,PUBLIC INTOXICATION,6.0
4069,Karnataka,2023,10,PUBLIC INTOXICATION,6.0
4070,Karnataka,2023,11,PUBLIC INTOXICATION,4.0
4071,Karnataka,2023,12,PUBLIC INTOXICATION,4.0
4072,Karnataka,2020,1,ROBBERY,2.0
4073,Karnataka,2020,2,ROBBERY,1.0
4074,Karnataka,2020,4,ROBBERY,1.0
4075,Karnataka,2020,5,ROBBERY,1.0
4076,Karnataka,2020,6,ROBBERY,8.0
4077,Karnataka,2020,8,ROBBERY,3.0
4078,Karnataka,2020,9,ROBBERY,2.0
4079,Karnataka,2020,10,ROBBERY,3.0
4080,Karnataka,2020,11,ROBBERY,4.0
4081,Karnataka,2020,12,ROBBERY,4.0
4082,Karnataka,2021,1,ROBBERY,6.0
4083,Karnataka,2021,2,ROBBERY,4.0
4084,Karnataka,2021,3,ROBBERY,2.0
4085,Karnataka,2021,5,ROBBERY,3.0
4086,Karnataka,2021,6,ROBBERY,4.0
4087,Karnataka,2021,7,ROBBERY,4.0
4088,Karnataka,2021,8,ROBBERY,7.0
4089,Karnataka,2021,9,ROBBERY,1.0
4090,Karnataka,2021,10,ROBBERY,4.0
4091,Karnataka,2021,11,ROBBERY,5.0
4092,Karnataka,2021,12,ROBBERY,4.0
4093,Karnataka,2022,1,ROBBERY,2.0
4094,Karnataka,2022,3,ROBBERY,4.0
4095,Karnataka,2022,4,ROBBERY,8.0
4096,Karnataka,2022,5,ROBBERY,3.0
4097,Karnataka,2022,6,ROBBERY,1.0
4098,Karnataka,2022,7,ROBBERY,4.0
4099,Karnataka,2022,8,ROBBERY,1.0
4100,Karnataka,2022,9,ROBBERY,1.0
4101,Karnataka,2022,10,ROBBERY,1.0
4102,Karnataka,2022,11,ROBBERY,3.0
4103,Karnataka,2023,1,ROBBERY,5.0
4104,Karnataka,2023,2,ROBBERY,2.0
4105,Karnataka,2023,3,ROBBERY,4.0
4106,Karnataka,2023,4,ROBBERY,7.0
4107,Karnataka,2023,5,ROBBERY,5.0
4108,Karnataka,2023,6,ROBBERY,4.0
4109,Karnataka,2023,7,ROBBERY,4.0
4110,Karnataka,2023,8,ROBBERY,2.0
4111,Karnataka,2023,9,ROBBERY,3.0
4112,Karnataka,2023,10,ROBBERY,4.0
4113,Karnataka,2023,11,ROBBERY,1.0
4114,Karnataka,2023,12,ROBBERY,1.0
4115,Karnataka,2020,1,SEXUAL ASSAULT,4.0
4116,Karnataka,2020,2,SEXUAL ASSAULT,1.0
4117,Karnataka,2020,3,SEXUAL ASSAULT,2.0
4118,Karnataka,2020,4,SEXUAL ASSAULT,1.0
4119,Karnataka,2020,5,SEXUAL ASSAULT,4.0
4120,Karnataka,2020,6,SEXUAL ASSAULT,1.0
4121,Karnataka,2020,7,SEXUAL ASSAULT,4.0
4122,Karnataka,2020,8,SEXUAL ASSAULT,1.0
4123,Karnataka,2020,10,SEXUAL ASSAULT,5.0
4124,Karnataka,2020,11,SEXUAL ASSAULT,1.0
4125,Karnataka,2020,12,SEXUAL ASSAULT,1.0
4126,Karnataka,2021,1,SEXUAL ASSAULT,3.0
4127,Karnataka,2021,2,SEXUAL ASSAULT,1.0
4128,Karnataka,2021,3,SEXUAL ASSAULT,2.0
4129,Karnataka,2021,4,SEXUAL ASSAULT,3.0
4130,Karnataka,2021,5,SEXUAL ASSAULT,1.0
4131,Karnataka,2021,6,SEXUAL ASSAULT,4.0
4132,Karnataka,2021,7,SEXUAL ASSAULT,6.0
4133,Karnataka,2021,8,SEXUAL ASSAULT,2.0
4134,Karnataka,2021,9,SEXUAL ASSAULT,2.0
4135,Karnataka,2021,10,SEXUAL ASSAULT,3.0
4136,Karnataka,2021,11,SEXUAL ASSAULT,2.0
4137,Karnataka,2021,12,SEXUAL ASSAULT,1.0
4138,Karnataka,2022,1,SEXUAL ASSAULT,2.0
4139,Karnataka,2022,2,SEXUAL ASSAULT,4.0
4140,Karnataka,2022,3,SEXUAL ASSAULT,4.0
4141,Karnataka,2022,4,SEXUAL ASSAULT,6.0
4142,Karnataka,2022,5,SEXUAL ASSAULT,3.0
4143,Karnataka,2022,6,SEXUAL ASSAULT,1.0
4144,Karnataka,2022,7,SEXUAL ASSAULT,2.0
4145,Karnataka,2022,8,SEXUAL ASSAULT,6.0
4146,Karnataka,2022,9,SEXUAL ASSAULT,5.0
4147,Karnataka,2022,10,SEXUAL ASSAULT,6.0
4148,Karnataka,2022,11,SEXUAL ASSAULT,2.0
4149,Karnataka,2022,12,SEXUAL ASSAULT,3.0
4150,Karnataka,2023,1,SEXUAL ASSAULT,2.0
4151,Karnataka,2023,2,SEXUAL ASSAULT,3.0
4152,Karnataka,2023,3,SEXUAL ASSAULT,2.0
4153,Karnataka,2023,4,SEXUAL ASSAULT,2.0
4154,Karnataka,2023,5,SEXUAL ASSAULT,2.0
4155,Karnataka,2023,6,SEXUAL ASSAULT,3.0
4156,Karnataka,2023,7,SEXUAL ASSAULT,2.0
4157,Karnataka,2023,8,SEXUAL ASSAULT,4.0
4158,Karnataka,2023,9,SEXUAL ASSAULT,5.0
4159,Karnataka,2023,10,SEXUAL ASSAULT,1.0
4160,Karnataka,2023,11,SEXUAL ASSAULT,3.0
4161,Karnataka,2023,12,SEXUAL ASSAULT,6.0
4162,Karnataka,2020,1,SHOPLIFTING,3.0
4163,Karnataka,2020,2,SHOPLIFTING,6.0
4164,Karnataka,2020,3,SHOPLIFTING,3.0
4165,Karnataka,2020,4,SHOPLIFTING,3.0
4166,Karnataka,2020,5,SHOPLIFTING,4.0
4167,Karnataka,2020,6,SHOPLIFTING,4.0
4168,Karnataka,2020,7,SHOPLIFTING,8.0
4169,Karnataka,2020,9,SHOPLIFTING,5.0
4170,Karnataka,2020,10,SHOPLIFTING,1.0
4171,Karnataka,2020,11,SHOPLIFTING,5.0
4172,Karnataka,2020,12,SHOPLIFTING,2.0
4173,Karnataka,2021,1,SHOPLIFTING,4.0
4174,Karnataka,2021,2,SHOPLIFTING,3.0
4175,Karnataka,2021,3,SHOPLIFTING,3.0
4176,Karnataka,2021,4,SHOPLIFTING,4.0
4177,Karnataka,2021,5,SHOPLIFTING,2.0
4178,Karnataka,2021,6,SHOPLIFTING,1.0
4179,Karnataka,2021,7,SHOPLIFTING,3.0
4180,Karnataka,2021,8,SHOPLIFTING,3.0
4181,Karnataka,2021,9,SHOPLIFTING,3.0
4182,Karnataka,2021,10,SHOPLIFTING,1.0
4183,Karnataka,2021,11,SHOPLIFTING,2.0
4184,Karnataka,2021,12,SHOPLIFTING,1.0
4185,Karnataka,2022,1,SHOPLIFTING,3.0
4186,Karnataka,2022,2,SHOPLIFTING,3.0
4187,Karnataka,2022,3,SHOPLIFTING,4.0
4188,Karnataka,2022,4,SHOPLIFTING,8.0
4189,Karnataka,2022,5,SHOPLIFTING,1.0
4190,Karnataka,2022,6,SHOPLIFTING,2.0
4191,Karnataka,2022,7,SHOPLIFTING,3.0
4192,Karnataka,2022,8,SHOPLIFTING,2.0
4193,Karnataka,2022,9,SHOPLIFTING,2.0
4194,Karnataka,2022,10,SHOPLIFTING,2.0
4195,Karnataka,2022,11,SHOPLIFTING,3.0
4196,Karnataka,2022,12,SHOPLIFTING,6.0
4197,Karnataka,2023,1,SHOPLIFTING,1.0
4198,Karnataka,2023,2,SHOPLIFTING,3.0
4199,Karnataka,2023,3,SHOPLIFTING,2.0
4200,Karnataka,2023,4,SHOPLIFTING,1.0
4201,Karnataka,2023,5,SHOPLIFTING,3.0
4202,Karnataka,2023,6,SHOPLIFTING,3.0
4203,Karnataka,2023,7,SHOPLIFTING,1.0
4204,Karnataka,2023,8,SHOPLIFTING,3.0
4205,Karnataka,2023,9,SHOPLIFTING,3.0
4206,Karnataka,2023,10,SHOPLIFTING,2.0
4207,Karnataka,2023,11,SHOPLIFTING,2.0
4208,Karnataka,2023,12,SHOPLIFTING,2.0
4209,Karnataka,2020,1,TRAFFIC VIOLATION,2.0
4210,Karnataka,2020,2,TRAFFIC VIOLATION,3.0
4211,Karnataka,2020,3,TRAFFIC VIOLATION,2.0
4212,Karnataka,2020,4,TRAFFIC VIOLATION,1.0
4213,Karnataka,2020,5,TRAFFIC VIOLATION,2.0
4214,Karnataka,2020,6,TRAFFIC VIOLATION,6.0
4215,Karnataka,2020,7,TRAFFIC VIOLATION,4.0
4216,Karnataka,2020,8,TRAFFIC VIOLATION,3.0
4217,Karnataka,2020,9,TRAFFIC VIOLATION,5.0
4218,Karnataka,2020,10,TRAFFIC VIOLATION,2.0
4219,Karnataka,2020,12,TRAFFIC VIOLATION,2.0
4220,Karnataka,2021,1,TRAFFIC VIOLATION,3.0
4221,Karnataka,2021,2,TRAFFIC VIOLATION,2.0
4222,Karnataka,2021,3,TRAFFIC VIOLATION,5.0
4223,Karnataka,2021,5,TRAFFIC VIOLATION,3.0
4224,Karnataka,2021,6,TRAFFIC VIOLATION,4.0
4225,Karnataka,2021,8,TRAFFIC VIOLATION,5.0
4226,Karnataka,2021,9,TRAFFIC VIOLATION,5.0
4227,Karnataka,2021,10,TRAFFIC VIOLATION,4.0
4228,Karnataka,2021,11,TRAFFIC VIOLATION,3.0
4229,Karnataka,2021,12,TRAFFIC VIOLATION,3.0
4230,Karnataka,2022,2,TRAFFIC VIOLATION,1.0
4231,Karnataka,2022,3,TRAFFIC VIOLATION,2.0
4232,Karnataka,2022,4,TRAFFIC VIOLATION,1.0
4233,Karnataka,2022,5,TRAFFIC VIOLATION,4.0
4234,Karnataka,2022,7,TRAFFIC VIOLATION,2.0
4235,Karnataka,2022,8,TRAFFIC VIOLATION,3.0
4236,Karnataka,2022,9,TRAFFIC VIOLATION,3.0
4237,Karnataka,2022,10,TRAFFIC VIOLATION,3.0
4238,Karnataka,2022,11,TRAFFIC VIOLATION,3.0
4239,Karnataka,2022,12,TRAFFIC VIOLATION,5.0
4240,Karnataka,2023,1,TRAFFIC VIOLATION,3.0
4241,Karnataka,2023,2,TRAFFIC VIOLATION,1.0
4242,Karnataka,2023,4,TRAFFIC VIOLATION,3.0
4243,Karnataka,2023,5,TRAFFIC VIOLATION,3.0
4244,Karnataka,2023,6,TRAFFIC VIOLATION,5.0
4245,Karnataka,2023,7,TRAFFIC VIOLATION,2.0
4246,Karnataka,2023,8,TRAFFIC VIOLATION,4.0
4247,Karnataka,2023,9,TRAFFIC VIOLATION,4.0
4248,Karnataka,2023,10,TRAFFIC VIOLATION,5.0
4249,Karnataka,2023,11,TRAFFIC VIOLATION,5.0
4250,Karnataka,2023,12,TRAFFIC VIOLATION,4.0
4251,Karnataka,2020,1,VANDALISM,2.0
4252,Karnataka,2020,2,VANDALISM,3.0
4253,Karnataka,2020,3,VANDALISM,3.0
4254,Karnataka,2020,4,VANDALISM,3.0
4255,Karnataka,2020,5,VANDALISM,4.0
4256,Karnataka,2020,6,VANDALISM,5.0
4257,Karnataka,2020,7,VANDALISM,6.0
4258,Karnataka,2020,8,VANDALISM,5.0
4259,Karnataka,2020,9,VANDALISM,3.0
4260,Karnataka,2020,10,VANDALISM,4.0
4261,Karnataka,2020,11,VANDALISM,3.0
4262,Karnataka,2020,12,VANDALISM,2.0
4263,Karnataka,2021,1,VANDALISM,3.0
4264,Karnataka,2021,3,VANDALISM,3.0
4265,Karnataka,2021,4,VANDALISM,3.0
4266,Karnataka,2021,5,VANDALISM,7.0
4267,Karnataka,2021,6,VANDALISM,3.0
4268,Karnataka,2021,7,VANDALISM,4.0
4269,Karnataka,2021,8,VANDALISM,2.0
4270,Karnataka,2021,9,VANDALISM,4.0
4271,Karnataka,2021,10,VANDALISM,6.0
4272,Karnataka,2021,11,VANDALISM,4.0
4273,Karnataka,2021,12,VANDALISM,3.0
4274,Karnataka,2022,1,VANDALISM,2.0
4275,Karnataka,2022,2,VANDALISM,4.0
4276,Karnataka,2022,3,VANDALISM,2.0
4277,Karnataka,2022,4,VANDALISM,8.0
4278,Karnataka,2022,5,VANDALISM,1.0
4279,Karnataka,2022,6,VANDALISM,1.0
4280,Karnataka,2022,7,VANDALISM,4.0
4281,Karnataka,2022,8,VANDALISM,3.0
4282,Karnataka,2022,9,VANDALISM,5.0
4283,Karnataka,2022,11,VANDALISM,3.0
4284,Karnataka,2022,12,VANDALISM,6.0
4285,Karnataka,2023,1,VANDALISM,1.0
4286,Karnataka,2023,2,VANDALISM,3.0
4287,Karnataka,2023,3,VANDALISM,8.0
4288,Karnataka,2023,4,VANDALISM,2.0
4289,Karnataka,2023,5,VANDALISM,3.0
4290,Karnataka,2023,6,VANDALISM,3.0
4291,Karnataka,2023,7,VANDALISM,2.0
4292,Karnataka,2023,8,VANDALISM,2.0
4293,Karnataka,2023,9,VANDALISM,2.0
4294,Karnataka,2023,10,VANDALISM,3.0
4295,Karnataka,2023,11,VANDALISM,3.0
4296,Karnataka,2023,12,VANDALISM,2.0
4297,Karnataka,2020,1,VEHICLE - STOLEN,3.0
4298,Karnataka,2020,2,VEHICLE - STOLEN,2.0
4299,Karnataka,2020,3,VEHICLE - STOLEN,3.0
4300,Karnataka,2020,4,VEHICLE - STOLEN,2.0
4301,Karnataka,2020,5,VEHICLE - STOLEN,5.0
4302,Karnataka,2020,6,VEHICLE - STOLEN,2.0
4303,Karnataka,2020,8,VEHICLE - STOLEN,1.0
4304,Karnataka,2020,9,VEHICLE - STOLEN,2.0
4305,Karnataka,2020,10,VEHICLE - STOLEN,3.0
4306,Karnataka,2020,11,VEHICLE - STOLEN,3.0
4307,Karnataka,2020,12,VEHICLE - STOLEN,3.0
4308,Karnataka,2021,1,VEHICLE - STOLEN,2.0
4309,Karnataka,2021,2,VEHICLE - STOLEN,2.0
4310,Karnataka,2021,3,VEHICLE - STOLEN,4.0
4311,Karnataka,2021,4,VEHICLE - STOLEN,6.0
4312,Karnataka,2021,5,VEHICLE - STOLEN,1.0
4313,Karnataka,2021,6,VEHICLE - STOLEN,5.0
4314,Karnataka,2021,7,VEHICLE - STOLEN,4.0
4315,Karnataka,2021,8,VEHICLE - STOLEN,4.0
4316,Karnataka,2021,9,VEHICLE - STOLEN,2.0
4317,Karnataka,2021,10,VEHICLE - STOLEN,3.0
4318,Karnataka,2021,11,VEHICLE - STOLEN,5.0
4319,Karnataka,2021,12,VEHICLE - STOLEN,2.0
4320,Karnataka,2022,1,VEHICLE - STOLEN,4.0
4321,Karnataka,2022,2,VEHICLE - STOLEN,4.0
4322,Karnataka,2022,3,VEHICLE - STOLEN,4.0
4323,Karnataka,2022,4,VEHICLE - STOLEN,3.0
4324,Karnataka,2022,5,VEHICLE - STOLEN,2.0
4325,Karnataka,2022,6,VEHICLE - STOLEN,6.0
4326,Karnataka,2022,7,VEHICLE - STOLEN,4.0
4327,Karnataka,2022,8,VEHICLE - STOLEN,4.0
4328,Karnataka,2022,9,VEHICLE - STOLEN,2.0
4329,Karnataka,2022,10,VEHICLE - STOLEN,1.0
4330,Karnataka,2022,11,VEHICLE - STOLEN,2.0
4331,Karnataka,2022,12,VEHICLE - STOLEN,1.0
4332,Karnataka,2023,1,VEHICLE - STOLEN,5.0
4333,Karnataka,2023,2,VEHICLE - STOLEN,1.0
4334,Karnataka,2023,3,VEHICLE - STOLEN,3.0
4335,Karnataka,2023,4,VEHICLE - STOLEN,4.0
4336,Karnataka,2023,6,VEHICLE - STOLEN,6.0
4337,Karnataka,2023,7,VEHICLE - STOLEN,3.0
4338,Karnataka,2023,8,VEHICLE - STOLEN,6.0
4339,Karnataka,2023,9,VEHICLE - STOLEN,7.0
4340,Karnataka,2023,10,VEHICLE - STOLEN,4.0
4341,Karnataka,2023,11,VEHICLE - STOLEN,2.0
4342,Karnataka,2023,12,VEHICLE - STOLEN,2.0
4343,Madhya Pradesh,2020,1,ARSON,1.0
4344,Madhya Pradesh,2020,3,ARSON,1.0
4345,Madhya Pradesh,2020,4,ARSON,1.0
4346,Madhya Pradesh,2020,5,ARSON,1.0
4347,Madhya Pradesh,2020,6,ARSON,2.0
4348,Madhya Pradesh,2020,8,ARSON,1.0
4349,Madhya Pradesh,2020,9,ARSON,1.0
4350,Madhya Pradesh,2020,11,ARSON,1.0
4351,Madhya Pradesh,2020,12,ARSON,1.0
4352,Madhya Pradesh,2021,1,ARSON,1.0
4353,Madhya Pradesh,2021,4,ARSON,2.0
4354,Madhya Pradesh,2021,5,ARSON,1.0
4355,Madhya Pradesh,2021,6,ARSON,3.0
4356,Madhya Pradesh,2021,7,ARSON,2.0
4357,Madhya Pradesh,2021,8,ARSON,1.0
4358,Madhya Pradesh,2021,9,ARSON,2.0
4359,Madhya Pradesh,2021,10,ARSON,2.0
4360,Madhya Pradesh,2021,11,ARSON,2.0
4361,Madhya Pradesh,2021,12,ARSON,1.0
4362,Madhya Pradesh,2022,1,ARSON,1.0
4363,Madhya Pradesh,2022,2,ARSON,1.0
4364,Madhya Pradesh,2022,3,ARSON,1.0
4365,Madhya Pradesh,2022,5,ARSON,2.0
4366,Madhya Pradesh,2022,6,ARSON,2.0
4367,Madhya Pradesh,2022,7,ARSON,2.0
